file_path,class_name,class_id,fold
Audio_dataset/Train/asare/asare_train_419.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_436.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_453.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_470.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_487.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_504.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_521.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_538.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_555.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_572.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_589.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_606.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_623.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_640.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_657.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_674.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_691.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_708.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_725.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_742.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_759.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_776.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_793.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_080.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_081.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_082.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_083.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_084.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_085.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_086.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_087.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_088.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_089.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_090.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_091.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_092.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_093.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_094.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_095.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_097.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_098.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_099.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_100.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_101.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_102.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_103.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_104.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_105.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_106.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_107.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_108.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_109.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_110.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_111.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_112.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_131.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_132.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_133.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_134.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_135.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_136.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_137.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_138.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_139.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_140.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_141.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_142.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_143.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_144.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_145.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_146.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_148.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_149.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_150.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_151.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_152.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_153.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_154.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_155.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_156.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_157.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_158.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_159.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_160.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_161.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_162.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_163.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_182.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_183.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_184.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_185.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_186.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_187.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_188.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_189.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_190.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_191.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_192.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_193.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_194.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_195.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_196.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_197.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_199.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_200.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_201.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_202.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_203.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_204.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_205.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_206.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_207.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_208.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_209.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_210.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_211.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_212.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_213.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_214.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_216.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_217.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_218.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_219.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_220.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_221.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_222.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_223.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_224.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_225.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_226.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_227.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_228.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_229.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_230.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_231.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_250.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_251.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_252.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_253.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_254.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_255.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_256.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_257.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_258.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_259.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_260.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_261.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_262.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_263.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_264.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_265.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_267.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_268.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_269.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_270.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_271.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_272.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_273.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_274.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_275.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_276.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_277.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_278.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_279.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_280.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_281.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_282.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_301.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_302.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_303.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_304.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_305.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_306.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_307.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_308.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_309.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_310.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_311.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_312.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_313.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_314.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_315.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_316.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_318.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_319.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_320.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_321.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_322.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_323.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_324.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_325.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_326.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_327.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_328.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_329.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_330.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_331.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_332.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_333.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_335.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_336.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_337.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_338.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_339.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_340.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_341.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_342.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_343.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_344.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_345.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_346.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_347.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_348.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_349.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_350.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_369.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_370.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_371.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_372.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_373.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_374.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_375.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_376.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_377.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_378.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_379.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_380.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_381.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_382.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_383.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_384.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_403.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_404.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_405.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_406.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_407.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_408.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_409.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_410.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_411.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_412.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_413.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_414.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_415.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_416.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_417.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_418.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_437.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_438.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_439.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_440.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_441.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_442.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_443.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_444.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_445.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_446.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_447.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_448.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_449.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_450.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_451.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_452.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_454.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_455.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_456.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_457.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_458.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_459.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_460.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_461.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_462.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_463.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_464.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_465.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_466.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_467.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_468.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_469.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_471.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_472.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_473.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_474.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_475.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_476.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_477.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_478.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_479.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_480.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_481.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_482.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_483.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_484.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_485.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_486.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_488.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_489.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_490.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_491.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_492.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_493.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_494.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_495.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_496.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_497.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_498.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_499.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_500.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_501.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_502.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_503.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_505.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_506.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_507.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_508.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_509.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_510.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_511.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_512.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_513.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_514.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_515.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_516.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_517.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_518.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_519.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_520.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_522.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_523.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_524.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_525.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_526.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_527.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_528.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_529.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_530.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_531.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_532.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_533.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_534.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_535.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_536.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_537.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_539.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_540.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_541.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_542.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_543.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_544.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_545.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_546.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_547.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_548.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_549.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_550.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_551.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_552.wav,asare,6,6
Audio_dataset/Train/asare/asare_train_553.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_554.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_284.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_285.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_286.wav,asare,6,8
Audio_dataset/Train/asare/asare_train_287.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_288.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_289.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_290.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_291.wav,asare,6,7
Audio_dataset/Train/asare/asare_train_292.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_293.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_294.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_295.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_296.wav,asare,6,10
Audio_dataset/Train/asare/asare_train_297.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_298.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_299.wav,asare,6,2
Audio_dataset/Train/asare/asare_train_556.wav,asare,6,5
Audio_dataset/Train/asare/asare_train_557.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_558.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_559.wav,asare,6,1
Audio_dataset/Train/asare/asare_train_560.wav,asare,6,3
Audio_dataset/Train/asare/asare_train_561.wav,asare,6,9
Audio_dataset/Train/asare/asare_train_562.wav,asare,6,4
Audio_dataset/Train/asare/asare_train_563.wav,asare,6,5
